"[""  ",State Name,""",""",State,,year,,realIncWage,,gini,,pctTechnicalWorker,,pctFemaleWorker,,unemployementRate,,realIncWageRat90_10,,realIncWageRat_cg_hs,,laborSupply_hl,,fmWageRat,
"[""  ",South Dakota,""",""",SD,""" ,  ",1991,",",33079,",",0.298,",",0.013,",",0.435,",",0.046,",",3.542,",",1.447,",",0.525,",",0.666,"],"
"[""  ",South Dakota,""",""",SD,""" ,  ",1992,",",32515,",",0.29,",",0.029,",",0.436,",",0.047,",",3.629,",",1.522,",",0.625,",",0.679,"],"
"[""  ",South Dakota,""",""",SD,""" ,  ",1993,",",32720,",",0.312,",",0.032,",",0.437,",",0.041,",",4.224,",",1.528,",",0.709,",",0.734,"],"
"[""  ",South Dakota,""",""",SD,""" ,  ",1994,",",35362,",",0.333,",",0.028,",",0.421,",",0.044,",",4.348,",",1.682,",",0.628,",",0.67,"],"
"[""  ",South Dakota,""",""",SD,""" ,  ",1995,",",36569,",",0.307,",",0.017,",",0.445,",",0.035,",",4.074,",",1.701,",",0.698,",",0.714,"],"
"[""  ",South Dakota,""",""",SD,""" ,  ",1996,",",37808,",",0.321,",",0.03,",",0.439,",",0.045,",",4.273,",",1.534,",",0.78,",",0.721,"],"
"[""  ",South Dakota,""",""",SD,""" ,  ",1997,",",35571,",",0.316,",",0.038,",",0.463,",",0.041,",",4.091,",",1.525,",",0.64,",",0.753,"],"
"[""  ",South Dakota,""",""",SD,""" ,  ",1998,",",37377,",",0.358,",",0.024,",",0.477,",",0.035,",",4.813,",",1.606,",",0.688,",",0.691,"],"
"[""  ",South Dakota,""",""",SD,""" ,  ",1999,",",40914,",",0.327,",",0.019,",",0.453,",",0.034,",",3.846,",",1.458,",",0.783,",",0.683,"],"
"[""  ",South Dakota,""",""",SD,""" ,  ",2000,",",39565,",",0.315,",",0.041,",",0.436,",",0.025,",",3.846,",",1.454,",",0.8,",",0.684,"],"
"[""  ",South Dakota,""",""",SD,""" ,  ",2001,",",42427,",",0.327,",",0.028,",",0.441,",",0.036,",",3.929,",",1.728,",",0.83,",",0.636,"],"
"[""  ",South Dakota,""",""",SD,""" ,  ",2002,",",42110,",",0.316,",",0.02,",",0.459,",",0.042,",",3.929,",",1.549,",",0.787,",",0.66,"],"
"[""  ",South Dakota,""",""",SD,""" ,  ",2003,",",43500,",",0.336,",",0.034,",",0.446,",",0.043,",",3.733,",",1.841,",",0.787,",",0.693,"],"
"[""  ",South Dakota,""",""",SD,""" ,  ",2004,",",43863,",",0.345,",",0.032,",",0.482,",",0.055,",",4.054,",",1.858,",",0.841,",",0.727,"],"
"[""  ",South Dakota,""",""",SD,""" ,  ",2005,",",43076,",",0.347,",",0.032,",",0.479,",",0.046,",",4.468,",",1.972,",",0.837,",",0.725,"],"
"[""  ",South Dakota,""",""",SD,""" ,  ",2006,",",44734,",",0.355,",",0.031,",",0.445,",",0.036,",",4.533,",",1.817,",",0.844,",",0.649,"],"
"[""  ",South Dakota,""",""",SD,""" ,  ",2007,",",46025,",",0.353,",",0.035,",",0.455,",",0.043,",",4.063,",",1.862,",",0.883,",",0.697,"],"
"[""  ",South Dakota,""",""",SD,""" ,  ",2008,",",49680,",",0.385,",",0.034,",",0.462,",",0.027,",",4.424,",",1.652,",",0.844,",",0.716,"],"
"[""  ",South Dakota,""",""",SD,""" ,  ",2009,",",45437,",",0.332,",",0.029,",",0.468,",",0.049,",",3.889,",",1.573,",",0.814,",",0.751,"],"
"[""  ",South Dakota,""",""",SD,""" ,  ",2010,",",44453,",",0.333,",",0.047,",",0.49,",",0.061,",",4.412,",",1.732,",",0.925,",",0.734,"],"
"[""  ",South Dakota,""",""",SD,""" ,  ",2011,",",44899,",",0.325,",",0.052,",",0.469,",",0.06,",",3.889,",",1.729,",",1.033,",",0.762,"],"
"[""  ",South Dakota,""",""",SD,""" ,  ",2012,",",42898,",",0.31,",",0.042,",",0.472,",",0.054,",",3.833,",",1.563,",",0.919,",",0.729,"],"
"[""  ",South Dakota,""",""",SD,""" ,  ",2013,",",45768,",",0.337,",",0.038,",",0.461,",",0.046,",",4.167,",",1.741,",",0.998,",",0.733,"],"
"[""  ",South Dakota,""",""",SD,""" ,  ",2014,",",47809,",",0.347,",",0.03,",",0.46,",",0.041,",",4.421,",",1.763,",",1.028,",",0.719,"],"
"[""  ",Tennessee,""",""",TN,""" ,  ",1980,",",33219,",",0.299,",",0.042,",",0.371,",",0.068,",",3.983,",",1.455,",",0.372,",",0.584,"],"
"[""  ",Tennessee,""",""",TN,""" ,  ",1981,",",32873,",",0.29,",",0.04,",",0.401,",",0.097,",",3.884,",",1.484,",",0.393,",",0.598,"],"
"[""  ",Tennessee,""",""",TN,""" ,  ",1982,",",34665,",",0.315,",",0.036,",",0.394,",",0.116,",",3.999,",",1.644,",",0.365,",",0.568,"],"
"[""  ",Tennessee,""",""",TN,""" ,  ",1983,",",35922,",",0.322,",",0.031,",",0.37,",",0.117,",",4.286,",",1.674,",",0.426,",",0.609,"],"
"[""  ",Tennessee,""",""",TN,""" ,  ",1984,",",35915,",",0.329,",",0.033,",",0.401,",",0.097,",",4.583,",",1.705,",",0.406,",",0.579,"],"
"[""  ",Tennessee,""",""",TN,""" ,  ",1985,",",34986,",",0.33,",",0.033,",",0.428,",",0.085,",",4.4,",",1.593,",",0.371,",",0.6,"],"
"[""  ",Tennessee,""",""",TN,""" ,  ",1986,",",34498,",",0.321,",",0.039,",",0.4,",",0.092,",",4.211,",",1.555,",",0.382,",",0.654,"],"
"[""  ",Tennessee,""",""",TN,""" ,  ",1987,",",34914,",",0.33,",",0.026,",",0.413,",",0.075,",",4.538,",",1.805,",",0.361,",",0.612,"],"
"[""  ",Tennessee,""",""",TN,""" ,  ",1988,",",36558,",",0.323,",",0.036,",",0.435,",",0.054,",",4.557,",",1.585,",",0.384,",",0.675,"],"
"[""  ",Tennessee,""",""",TN,""" ,  ",1989,",",36335,",",0.333,",",0.031,",",0.445,",",0.053,",",4.625,",",1.728,",",0.416,",",0.648,"],"
"[""  ",Tennessee,""",""",TN,""" ,  ",1990,",",38067,",",0.342,",",0.031,",",0.438,",",0.047,",",4.667,",",1.826,",",0.445,",",0.61,"],"
"[""  ",Tennessee,""",""",TN,""" ,  ",1991,",",35782,",",0.31,",",0.037,",",0.422,",",0.074,",",4.111,",",1.686,",",0.422,",",0.687,"],"
"[""  ",Tennessee,""",""",TN,""" ,  ",1992,",",36557,",",0.318,",",0.037,",",0.478,",",0.068,",",4.637,",",1.9,",",0.43,",",0.709,"],"
"[""  ",Tennessee,""",""",TN,""" ,  ",1993,",",37776,",",0.322,",",0.035,",",0.481,",",0.065,",",4.5,",",1.79,",",0.474,",",0.718,"],"
"[""  ",Tennessee,""",""",TN,""" ,  ",1994,",",36856,",",0.319,",",0.034,",",0.475,",",0.051,",",4.5,",",1.871,",",0.478,",",0.69,"],"
"[""  ",Tennessee,""",""",TN,""" ,  ",1995,",",39324,",",0.318,",",0.028,",",0.472,",",0.048,",",4.264,",",1.81,",",0.559,",",0.705,"],"
"[""  ",Tennessee,""",""",TN,""" ,  ",1996,",",41500,",",0.375,",",0.039,",",0.47,",",0.047,",",4.615,",",2.039,",",0.63,",",0.639,"],"
"[""  ",Tennessee,""",""",TN,""" ,  ",1997,",",42469,",",0.355,",",0.032,",",0.486,",",0.061,",",4.333,",",1.691,",",0.543,",",0.639,"],"
"[""  ",Tennessee,""",""",TN,""" ,  ",1998,",",43564,",",0.374,",",0.025,",",0.448,",",0.053,",",4.503,",",2.161,",",0.458,",",0.609,"],"
"[""  ",Tennessee,""",""",TN,""" ,  ",1999,",",44962,",",0.382,",",0.028,",",0.462,",",0.044,",",5,",",2.243,",",0.559,",",0.625,"],"
"[""  ",Tennessee,""",""",TN,""" ,  ",2000,",",47591,",",0.38,",",0.029,",",0.436,",",0.042,",",4.846,",",1.937,",",0.669,",",0.636,"],"
"[""  ",Tennessee,""",""",TN,""" ,  ",2001,",",46585,",",0.383,",",0.024,",",0.452,",",0.047,",",4.766,",",2.348,",",0.635,",",0.62,"],"
"[""  ",Tennessee,""",""",TN,""" ,  ",2002,",",49624,",",0.382,",",0.03,",",0.473,",",0.066,",",4.714,",",2.377,",",0.652,",",0.639,"],"
"[""  ",Tennessee,""",""",TN,""" ,  ",2003,",",51884,",",0.408,",",0.027,",",0.464,",",0.058,",",4.8,",",2.23,",",0.631,",",0.627,"],"
"[""  ",Tennessee,""",""",TN,""" ,  ",2004,",",47778,",",0.348,",",0.039,",",0.455,",",0.05,",",4.667,",",2.032,",",0.709,",",0.764,"],"
"[""  ",Tennessee,""",""",TN,""" ,  ",2005,",",49141,",",0.389,",",0.039,",",0.43,",",0.063,",",4.8,",",1.961,",",0.607,",",0.667,"],"
"[""  ",Tennessee,""",""",TN,""" ,  ",2006,",",48702,",",0.382,",",0.056,",",0.438,",",0.063,",",4.8,",",2.05,",",0.656,",",0.714,"],"
"[""  ",Tennessee,""",""",TN,""" ,  ",2007,",",46822,",",0.373,",",0.041,",",0.466,",",0.051,",",4.667,",",2.073,",",0.705,",",0.711,"],"
"[""  ",Tennessee,""",""",TN,""" ,  ",2008,",",48225,",",0.354,",",0.033,",",0.447,",",0.058,",",4.167,",",1.946,",",0.791,",",0.714,"],"
"[""  ",Tennessee,""",""",TN,""" ,  ",2009,",",49505,",",0.373,",",0.022,",",0.496,",",0.105,",",4.471,",",2.184,",",0.829,",",0.707,"],"
"[""  ",Tennessee,""",""",TN,""" ,  ",2010,",",52521,",",0.399,",",0.052,",",0.467,",",0.096,",",5.118,",",2.218,",",0.848,",",0.661,"],"
"[""  ",Tennessee,""",""",TN,""" ,  ",2011,",",45693,",",0.342,",",0.032,",",0.455,",",0.096,",",5,",",1.783,",",0.872,",",0.72,"],"
"[""  ",Tennessee,""",""",TN,""" ,  ",2012,",",45956,",",0.349,",",0.042,",",0.446,",",0.075,",",4.688,",",1.992,",",0.862,",",0.747,"],"
"[""  ",Tennessee,""",""",TN,""" ,  ",2013,",",46951,",",0.341,",",0.044,",",0.438,",",0.078,",",4.384,",",1.59,",",0.882,",",0.772,"],"
"[""  ",Tennessee,""",""",TN,""" ,  ",2014,",",46090,",",0.35,",",0.05,",",0.44,",",0.056,",",5,",",2.007,",",0.919,",",0.781,"],"
"[""  ",Texas,""",""",TX,""" ,  ",1980,",",36441,",",0.319,",",0.041,",",0.357,",",0.059,",",4.333,",",1.545,",",0.393,",",0.596,"],"
"[""  ",Texas,""",""",TX,""" ,  ",1981,",",35389,",",0.314,",",0.044,",",0.366,",",0.057,",",4.355,",",1.531,",",0.388,",",0.614,"],"
"[""  ",Texas,""",""",TX,""" ,  ",1982,",",37960,",",0.33,",",0.032,",",0.362,",",0.065,",",4.286,",",1.531,",",0.385,",",0.597,"],"
"[""  ",Texas,""",""",TX,""" ,  ",1983,",",38522,",",0.337,",",0.032,",",0.384,",",0.092,",",4.714,",",1.65,",",0.45,",",0.611,"],"
"[""  ",Texas,""",""",TX,""" ,  ",1984,",",39035,",",0.336,",",0.031,",",0.393,",",0.07,",",4.861,",",1.647,",",0.46,",",0.64,"],"
"[""  ",Texas,""",""",TX,""" ,  ",1985,",",39729,",",0.344,",",0.042,",",0.395,",",0.076,",",4.625,",",1.739,",",0.471,",",0.644,"],"
"[""  ",Texas,""",""",TX,""" ,  ",1986,",",41668,",",0.34,",",0.043,",",0.399,",",0.087,",",5,",",1.675,",",0.522,",",0.666,"],"
"[""  ",Texas,""",""",TX,""" ,  ",1987,",",41443,",",0.347,",",0.034,",",0.408,",",0.091,",",5,",",1.729,",",0.515,",",0.662,"],"
"[""  ",Texas,""",""",TX,""" ,  ",1988,",",39382,",",0.336,",",0.042,",",0.423,",",0.085,",",5,",",1.709,",",0.551,",",0.688,"],"
"[""  ",Texas,""",""",TX,""" ,  ",1989,",",37744,",",0.342,",",0.043,",",0.419,",",0.075,",",5,",",1.737,",",0.539,",",0.702,"],"
"[""  ",Texas,""",""",TX,""" ,  ",1990,",",38040,",",0.346,",",0.05,",",0.429,",",0.069,",",4.971,",",1.848,",",0.526,",",0.688,"],"
"[""  ",Texas,""",""",TX,""" ,  ",1991,",",37138,",",0.336,",",0.045,",",0.419,",",0.071,",",4.667,",",1.85,",",0.485,",",0.734,"],"
"[""  ",Texas,""",""",TX,""" ,  ",1992,",",36881,",",0.342,",",0.039,",",0.435,",",0.081,",",4.746,",",1.836,",",0.551,",",0.721,"],"
"[""  ",Texas,""",""",TX,""" ,  ",1993,",",38087,",",0.346,",",0.046,",",0.424,",",0.071,",",5.156,",",1.838,",",0.629,",",0.72,"],"
"[""  ",Texas,""",""",TX,""" ,  ",1994,",",38666,",",0.351,",",0.04,",",0.427,",",0.073,",",5.495,",",1.85,",",0.625,",",0.711,"],"
"[""  ",Texas,""",""",TX,""" ,  ",1995,",",38902,",",0.347,",",0.034,",",0.417,",",0.064,",",5.1,",",1.836,",",0.577,",",0.745,"],"
"[""  ",Texas,""",""",TX,""" ,  ",1996,",",40456,",",0.373,",",0.037,",",0.423,",",0.061,",",5.1,",",2.043,",",0.606,",",0.711,"],"
"[""  ",Texas,""",""",TX,""" ,  ",1997,",",43671,",",0.395,",",0.042,",",0.426,",",0.066,",",5.385,",",1.963,",",0.599,",",0.702,"],"
"[""  ",Texas,""",""",TX,""" ,  ",1998,",",44079,",",0.393,",",0.04,",",0.423,",",0.047,",",5.577,",",2.113,",",0.576,",",0.694,"],"
"[""  ",Texas,""",""",TX,""" ,  ",1999,",",44599,",",0.381,",",0.043,",",0.427,",",0.043,",",5.455,",",2.079,",",0.614,",",0.697,"],"
"[""  ",Texas,""",""",TX,""" ,  ",2000,",",43535,",",0.371,",",0.047,",",0.417,",",0.051,",",5,",",2.015,",",0.593,",",0.722,"],"
"[""  ",Texas,""",""",TX,""" ,  ",2001,",",47963,",",0.393,",",0.053,",",0.428,",",0.047,",",5.208,",",2.211,",",0.646,",",0.676,"],"
"[""  ",Texas,""",""",TX,""" ,  ",2002,",",50346,",",0.407,",",0.045,",",0.436,",",0.061,",",5.917,",",2.291,",",0.684,",",0.694,"],"
"[""  ",Texas,""",""",TX,""" ,  ",2003,",",50441,",",0.416,",",0.048,",",0.432,",",0.07,",",5.385,",",2.168,",",0.651,",",0.704,"],"
"[""  ",Texas,""",""",TX,""" ,  ",2004,",",48496,",",0.397,",",0.049,",",0.432,",",0.063,",",5.385,",",2.224,",",0.639,",",0.736,"],"
"[""  ",Texas,""",""",TX,""" ,  ",2005,",",49089,",",0.395,",",0.055,",",0.425,",",0.054,",",5.547,",",2.015,",",0.656,",",0.728,"],"
"[""  ",Texas,""",""",TX,""" ,  ",2006,",",48941,",",0.397,",",0.055,",",0.431,",",0.05,",",5.5,",",2.222,",",0.66,",",0.701,"],"
"[""  ",Texas,""",""",TX,""" ,  ",2007,",",49754,",",0.404,",",0.054,",",0.422,",",0.041,",",5.714,",",2.219,",",0.678,",",0.73,"],"
"[""  ",Texas,""",""",TX,""" ,  ",2008,",",48681,",",0.384,",",0.052,",",0.429,",",0.043,",",5.333,",",2.16,",",0.709,",",0.758,"],"
"[""  ",Texas,""",""",TX,""" ,  ",2009,",",52121,",",0.4,",",0.061,",",0.423,",",0.068,",",5.733,",",2.271,",",0.712,",",0.685,"],"
"[""  ",Texas,""",""",TX,""" ,  ",2010,",",49489,",",0.392,",",0.062,",",0.437,",",0.083,",",5.667,",",2.073,",",0.745,",",0.714,"],"
"[""  ",Texas,""",""",TX,""" ,  ",2011,",",48765,",",0.38,",",0.068,",",0.441,",",0.081,",",5.449,",",2.063,",",0.778,",",0.711,"],"
"[""  ",Texas,""",""",TX,""" ,  ",2012,",",51684,",",0.395,",",0.06,",",0.436,",",0.065,",",5.625,",",2.003,",",0.763,",",0.737,"],"
"[""  ",Texas,""",""",TX,""" ,  ",2013,",",49964,",",0.382,",",0.062,",",0.417,",",0.067,",",5.571,",",1.897,",",0.782,",",0.756,"],"
"[""  ",Texas,""",""",TX,""" ,  ",2014,",",50718,",",0.381,",",0.057,",",0.419,",",0.049,",",5.529,",",1.963,",",0.779,",",0.782,"],"
"[""  ",Utah,""",""",UT,""" ,  ",1980,",",38148,",",0.286,",",0.039,",",0.319,",",0.054,",",3.864,",",1.301,",",0.645,",",0.595,"],"
"[""  ",Utah,""",""",UT,""" ,  ",1981,",",39356,",",0.299,",",0.05,",",0.319,",",0.074,",",4.271,",",1.448,",",0.656,",",0.547,"],"
"[""  ",Utah,""",""",UT,""" ,  ",1982,",",40282,",",0.314,",",0.046,",",0.327,",",0.067,",",4.086,",",1.678,",",0.528,",",0.54,"],"
"[""  ",Utah,""",""",UT,""" ,  ",1983,",",39661,",",0.3,",",0.033,",",0.327,",",0.106,",",3.913,",",1.487,",",0.613,",",0.581,"],"
"[""  ",Utah,""",""",UT,""" ,  ",1984,",",41066,",",0.309,",",0.058,",",0.332,",",0.088,",",4.539,",",1.492,",",0.599,",",0.568,"],"
"[""  ",Utah,""",""",UT,""" ,  ",1985,",",43549,",",0.303,",",0.069,",",0.33,",",0.072,",",4.287,",",1.533,",",0.633,",",0.594,"],"
"[""  ",Utah,""",""",UT,""" ,  ",1986,",",42941,",",0.294,",",0.052,",",0.377,",",0.062,",",3.75,",",1.688,",",0.602,",",0.601,"],"
"[""  ",Utah,""",""",UT,""" ,  ",1987,",",41107,",",0.312,",",0.044,",",0.378,",",0.082,",",5.089,",",1.469,",",0.73,",",0.605,"],"
"[""  ",Utah,""",""",UT,""" ,  ",1988,",",40808,",",0.309,",",0.052,",",0.36,",",0.048,",",5,",",1.758,",",0.614,",",0.616,"],"
"[""  ",Utah,""",""",UT,""" ,  ",1989,",",39022,",",0.306,",",0.056,",",0.371,",",0.064,",",4.545,",",1.481,",",0.731,",",0.608,"],"
"[""  ",Utah,""",""",UT,""" ,  ",1990,",",39579,",",0.315,",",0.043,",",0.377,",",0.055,",",4.167,",",1.58,",",0.63,",",0.624,"],"
"[""  ",Utah,""",""",UT,""" ,  ",1991,",",39453,",",0.311,",",0.053,",",0.372,",",0.057,",",4.319,",",1.75,",",0.648,",",0.666,"],"
"[""  ",Utah,""",""",UT,""" ,  ",1992,",",38376,",",0.317,",",0.051,",",0.392,",",0.066,",",4.511,",",1.725,",",0.696,",",0.659,"],"
"[""  ",Utah,""",""",UT,""" ,  ",1993,",",40728,",",0.307,",",0.056,",",0.404,",",0.039,",",4.091,",",1.562,",",0.8,",",0.668,"],"
"[""  ",Utah,""",""",UT,""" ,  ",1994,",",39807,",",0.298,",",0.058,",",0.385,",",0.042,",",3.932,",",1.624,",",0.791,",",0.734,"],"
"[""  ",Utah,""",""",UT,""" ,  ",1995,",",40248,",",0.32,",",0.05,",",0.374,",",0.033,",",4.167,",",1.782,",",0.662,",",0.679,"],"
"[""  ",Utah,""",""",UT,""" ,  ",1996,",",42101,",",0.338,",",0.057,",",0.392,",",0.04,",",4.425,",",1.762,",",0.687,",",0.647,"],"
"[""  ",Utah,""",""",UT,""" ,  ",1997,",",41048,",",0.328,",",0.046,",",0.413,",",0.029,",",4.25,",",1.704,",",0.749,",",0.694,"],"
"[""  ",Utah,""",""",UT,""" ,  ",1998,",",44254,",",0.323,",",0.063,",",0.401,",",0.05,",",4.583,",",1.803,",",0.78,",",0.772,"],"
"[""  ",Utah,""",""",UT,""" ,  ",1999,",",43046,",",0.306,",",0.064,",",0.402,",",0.04,",",4.331,",",1.627,",",0.804,",",0.731,"],"
"[""  ",Utah,""",""",UT,""" ,  ",2000,",",46107,",",0.342,",",0.054,",",0.351,",",0.033,",",4.968,",",1.875,",",0.763,",",0.714,"],"
"[""  ",Utah,""",""",UT,""" ,  ",2001,",",51460,",",0.359,",",0.069,",",0.355,",",0.032,",",5,",",1.898,",",0.803,",",0.643,"],"
"[""  ",Utah,""",""",UT,""" ,  ",2002,",",47400,",",0.345,",",0.052,",",0.396,",",0.064,",",5,",",1.701,",",0.731,",",0.658,"],"
"[""  ",Utah,""",""",UT,""" ,  ",2003,",",50327,",",0.35,",",0.044,",",0.379,",",0.079,",",4.861,",",1.818,",",0.803,",",0.675,"],"
"[""  ",Utah,""",""",UT,""" ,  ",2004,",",52797,",",0.384,",",0.064,",",0.405,",",0.061,",",5,",",1.956,",",0.916,",",0.664,"],"
"[""  ",Utah,""",""",UT,""" ,  ",2005,",",50771,",",0.372,",",0.061,",",0.374,",",0.048,",",5.333,",",1.995,",",0.863,",",0.626,"],"
"[""  ",Utah,""",""",UT,""" ,  ",2006,",",49384,",",0.366,",",0.045,",",0.377,",",0.032,",",5.714,",",1.988,",",0.743,",",0.685,"],"
"[""  ",Utah,""",""",UT,""" ,  ",2007,",",50182,",",0.361,",",0.057,",",0.39,",",0.026,",",5.333,",",1.954,",",0.778,",",0.633,"],"
"[""  ",Utah,""",""",UT,""" ,  ",2008,",",54342,",",0.39,",",0.064,",",0.39,",",0.046,",",4.833,",",1.826,",",0.858,",",0.597,"],"
"[""  ",Utah,""",""",UT,""" ,  ",2009,",",54534,",",0.342,",",0.074,",",0.362,",",0.067,",",4.43,",",1.846,",",0.865,",",0.661,"],"
"[""  ",Utah,""",""",UT,""" ,  ",2010,",",55154,",",0.354,",",0.076,",",0.383,",",0.088,",",5,",",1.763,",",0.917,",",0.658,"],"
"[""  ",Utah,""",""",UT,""" ,  ",2011,",",53011,",",0.351,",",0.075,",",0.366,",",0.078,",",4.474,",",1.819,",",0.931,",",0.658,"],"
"[""  ",Utah,""",""",UT,""" ,  ",2012,",",54873,",",0.378,",",0.077,",",0.386,",",0.071,",",5.488,",",1.846,",",1.003,",",0.649,"],"
"[""  ",Utah,""",""",UT,""" ,  ",2013,",",54369,",",0.377,",",0.072,",",0.362,",",0.035,",",5.263,",",1.986,",",0.949,",",0.736,"],"
"[""  ",Utah,""",""",UT,""" ,  ",2014,",",55158,",",0.353,",",0.087,",",0.352,",",0.044,",",4.95,",",1.949,",",1.078,",",0.697,"],"
"[""  ",Vermont,""",""",VT,""" ,  ",1980,",",31842,",",0.281,",",0.059,",",0.358,",",0.055,",",3.463,",",1.345,",",0.422,",",0.608,"],"
"[""  ",Vermont,""",""",VT,""" ,  ",1981,",",32690,",",0.289,",",0.048,",",0.353,",",0.07,",",3.645,",",1.362,",",0.548,",",0.625,"],"
"[""  ",Vermont,""",""",VT,""" ,  ",1982,",",35119,",",0.296,",",0.04,",",0.346,",",0.072,",",3.674,",",1.434,",",0.53,",",0.553,"],"
"[""  ",Vermont,""",""",VT,""" ,  ",1983,",",34522,",",0.282,",",0.039,",",0.373,",",0.098,",",3.462,",",1.411,",",0.513,",",0.636,"],"
"[""  ",Vermont,""",""",VT,""" ,  ",1984,",",32740,",",0.302,",",0.048,",",0.384,",",0.079,",",4.143,",",1.372,",",0.506,",",0.652,"],"
"[""  ",Vermont,""",""",VT,""" ,  ",1985,",",34918,",",0.28,",",0.038,",",0.378,",",0.066,",",3.681,",",1.352,",",0.545,",",0.662,"],"
"[""  ",Vermont,""",""",VT,""" ,  ",1986,",",39260,",",0.305,",",0.05,",",0.376,",",0.052,",",4.423,",",1.371,",",0.634,",",0.671,"],"
"[""  ",Vermont,""",""",VT,""" ,  ",1987,",",38545,",",0.309,",",0.041,",",0.4,",",0.039,",",3.835,",",1.394,",",0.649,",",0.706,"],"
"[""  ",Vermont,""",""",VT,""" ,  ",1988,",",37920,",",0.304,",",0.048,",",0.416,",",0.038,",",3.785,",",1.45,",",0.612,",",0.728,"],"
"[""  ",Vermont,""",""",VT,""" ,  ",1989,",",38509,",",0.284,",",0.054,",",0.438,",",0.043,",",3.8,",",1.388,",",0.644,",",0.713,"],"
"[""  ",Vermont,""",""",VT,""" ,  ",1990,",",39114,",",0.295,",",0.048,",",0.453,",",0.056,",",3.889,",",1.475,",",0.626,",",0.678,"],"
"[""  ",Vermont,""",""",VT,""" ,  ",1991,",",40028,",",0.29,",",0.049,",",0.479,",",0.062,",",3.782,",",1.613,",",0.671,",",0.723,"],"
"[""  ",Vermont,""",""",VT,""" ,  ",1992,",",37628,",",0.305,",",0.048,",",0.432,",",0.068,",",4.432,",",1.579,",",0.644,",",0.777,"],"
"[""  ",Vermont,""",""",VT,""" ,  ",1993,",",38316,",",0.294,",",0.056,",",0.46,",",0.08,",",4.235,",",1.61,",",0.592,",",0.715,"],"
"[""  ",Vermont,""",""",VT,""" ,  ",1994,",",39868,",",0.292,",",0.075,",",0.454,",",0.055,",",4.147,",",1.442,",",0.771,",",0.74,"],"
"[""  ",Vermont,""",""",VT,""" ,  ",1995,",",43778,",",0.29,",",0.065,",",0.452,",",0.048,",",4.01,",",1.509,",",0.895,",",0.721,"],"
"[""  ",Vermont,""",""",VT,""" ,  ",1996,",",42510,",",0.334,",",0.034,",",0.456,",",0.042,",",4.042,",",1.685,",",0.7,",",0.638,"],"
"[""  ",Vermont,""",""",VT,""" ,  ",1997,",",40519,",",0.309,",",0.051,",",0.403,",",0.056,",",4.062,",",1.466,",",0.677,",",0.787,"],"
"[""  ",Vermont,""",""",VT,""" ,  ",1998,",",46837,",",0.347,",",0.052,",",0.416,",",0.034,",",4.285,",",1.579,",",0.796,",",0.642,"],"
"[""  ",Vermont,""",""",VT,""" ,  ",1999,",",48638,",",0.375,",",0.064,",",0.463,",",0.044,",",4.036,",",1.702,",",0.758,",",0.652,"],"
"[""  ",Vermont,""",""",VT,""" ,  ",2000,",",43297,",",0.325,",",0.043,",",0.474,",",0.022,",",4.051,",",1.701,",",0.665,",",0.796,"],"
"[""  ",Vermont,""",""",VT,""" ,  ",2001,",",49256,",",0.365,",",0.06,",",0.438,",",0.043,",",4,",",1.856,",",0.775,",",0.7,"],"
"[""  ",Vermont,""",""",VT,""" ,  ",2002,",",48345,",",0.33,",",0.051,",",0.469,",",0.043,",",4.391,",",1.757,",",0.889,",",0.691,"],"
"[""  ",Vermont,""",""",VT,""" ,  ",2003,",",49803,",",0.338,",",0.057,",",0.449,",",0.06,",",4.6,",",1.793,",",0.876,",",0.726,"],"
"[""  ",Vermont,""",""",VT,""" ,  ",2004,",",52960,",",0.355,",",0.054,",",0.459,",",0.051,",",4.059,",",1.708,",",1.024,",",0.744,"],"
"[""  ",Vermont,""",""",VT,""" ,  ",2005,",",51497,",",0.346,",",0.062,",",0.445,",",0.04,",",4.342,",",1.645,",",1.067,",",0.754,"],"
"[""  ",Vermont,""",""",VT,""" ,  ",2006,",",51535,",",0.343,",",0.063,",",0.454,",",0.044,",",4.242,",",1.755,",",1.017,",",0.755,"],"
"[""  ",Vermont,""",""",VT,""" ,  ",2007,",",49764,",",0.343,",",0.056,",",0.467,",",0.047,",",4.167,",",1.664,",",0.925,",",0.683,"],"
"[""  ",Vermont,""",""",VT,""" ,  ",2008,",",49875,",",0.35,",",0.054,",",0.466,",",0.051,",",4.706,",",1.632,",",0.982,",",0.728,"],"
"[""  ",Vermont,""",""",VT,""" ,  ",2009,",",51636,",",0.337,",",0.065,",",0.466,",",0.068,",",3.86,",",1.827,",",1.061,",",0.699,"],"
"[""  ",Vermont,""",""",VT,""" ,  ",2010,",",52123,",",0.324,",",0.061,",",0.478,",",0.072,",",4,",",1.52,",",1.099,",",0.779,"],"
"[""  ",Vermont,""",""",VT,""" ,  ",2011,",",50621,",",0.328,",",0.084,",",0.457,",",0.06,",",4.541,",",1.737,",",1.063,",",0.804,"],"
"[""  ",Vermont,""",""",VT,""" ,  ",2012,",",52163,",",0.336,",",0.082,",",0.462,",",0.057,",",4.35,",",1.871,",",1.145,",",0.749,"],"
"[""  ",Vermont,""",""",VT,""" ,  ",2013,",",51488,",",0.338,",",0.058,",",0.464,",",0.042,",",4.168,",",1.763,",",1.123,",",0.802,"],"
