"[""  ",State Name,""",""",State,,year,,realIncWage,,gini,,pctTechnicalWorker,,pctFemaleWorker,,unemployementRate,,realIncWageRat90_10,,realIncWageRat_cg_hs,,laborSupply_hl,,fmWageRat,
"[""  ",Vermont,""",""",VT,""" ,  ",2014,",",53965,",",0.345,",",0.071,",",0.479,",",0.039,",",4.358,",",1.916,",",1.15,",",0.82,"],"
"[""  ",Virginia,""",""",VA,""" ,  ",1980,",",37964,",",0.314,",",0.063,",",0.377,",",0.051,",",4.355,",",1.637,",",0.495,",",0.597,"],"
"[""  ",Virginia,""",""",VA,""" ,  ",1981,",",38009,",",0.323,",",0.064,",",0.407,",",0.058,",",4.615,",",1.522,",",0.512,",",0.613,"],"
"[""  ",Virginia,""",""",VA,""" ,  ",1982,",",40184,",",0.323,",",0.064,",",0.412,",",0.079,",",4.706,",",1.607,",",0.581,",",0.61,"],"
"[""  ",Virginia,""",""",VA,""" ,  ",1983,",",41680,",",0.325,",",0.048,",",0.417,",",0.074,",",4.268,",",1.72,",",0.59,",",0.641,"],"
"[""  ",Virginia,""",""",VA,""" ,  ",1984,",",40581,",",0.32,",",0.04,",",0.408,",",0.049,",",4.613,",",1.55,",",0.543,",",0.662,"],"
"[""  ",Virginia,""",""",VA,""" ,  ",1985,",",42392,",",0.318,",",0.049,",",0.408,",",0.059,",",4.884,",",1.617,",",0.568,",",0.615,"],"
"[""  ",Virginia,""",""",VA,""" ,  ",1986,",",43085,",",0.352,",",0.073,",",0.412,",",0.043,",",5.682,",",1.971,",",0.577,",",0.585,"],"
"[""  ",Virginia,""",""",VA,""" ,  ",1987,",",46099,",",0.336,",",0.073,",",0.408,",",0.058,",",5.039,",",1.859,",",0.657,",",0.615,"],"
"[""  ",Virginia,""",""",VA,""" ,  ",1988,",",43911,",",0.338,",",0.059,",",0.442,",",0.034,",",5,",",1.878,",",0.642,",",0.628,"],"
"[""  ",Virginia,""",""",VA,""" ,  ",1989,",",44169,",",0.317,",",0.054,",",0.447,",",0.043,",",4.5,",",1.733,",",0.725,",",0.646,"],"
"[""  ",Virginia,""",""",VA,""" ,  ",1990,",",45556,",",0.332,",",0.063,",",0.454,",",0.036,",",5,",",1.693,",",0.749,",",0.63,"],"
"[""  ",Virginia,""",""",VA,""" ,  ",1991,",",44473,",",0.335,",",0.065,",",0.439,",",0.062,",",4.727,",",1.798,",",0.63,",",0.673,"],"
"[""  ",Virginia,""",""",VA,""" ,  ",1992,",",43286,",",0.338,",",0.056,",",0.449,",",0.07,",",5.164,",",1.813,",",0.572,",",0.687,"],"
"[""  ",Virginia,""",""",VA,""" ,  ",1993,",",43833,",",0.318,",",0.06,",",0.463,",",0.05,",",4.25,",",1.742,",",0.674,",",0.72,"],"
"[""  ",Virginia,""",""",VA,""" ,  ",1994,",",43554,",",0.337,",",0.058,",",0.448,",",0.047,",",4.85,",",1.899,",",0.727,",",0.732,"],"
"[""  ",Virginia,""",""",VA,""" ,  ",1995,",",47098,",",0.334,",",0.081,",",0.45,",",0.047,",",5,",",1.967,",",0.933,",",0.715,"],"
"[""  ",Virginia,""",""",VA,""" ,  ",1996,",",47211,",",0.393,",",0.067,",",0.463,",",0.041,",",5.514,",",1.967,",",0.817,",",0.621,"],"
"[""  ",Virginia,""",""",VA,""" ,  ",1997,",",50739,",",0.393,",",0.095,",",0.433,",",0.044,",",5.417,",",1.819,",",0.882,",",0.687,"],"
"[""  ",Virginia,""",""",VA,""" ,  ",1998,",",56792,",",0.401,",",0.089,",",0.411,",",0.035,",",5.556,",",1.916,",",0.947,",",0.555,"],"
"[""  ",Virginia,""",""",VA,""" ,  ",1999,",",55557,",",0.391,",",0.067,",",0.416,",",0.03,",",5.214,",",2.061,",",0.903,",",0.632,"],"
"[""  ",Virginia,""",""",VA,""" ,  ",2000,",",54721,",",0.366,",",0.081,",",0.447,",",0.03,",",5,",",1.888,",",0.923,",",0.671,"],"
"[""  ",Virginia,""",""",VA,""" ,  ",2001,",",57567,",",0.394,",",0.082,",",0.486,",",0.031,",",5.135,",",2.089,",",0.889,",",0.604,"],"
"[""  ",Virginia,""",""",VA,""" ,  ",2002,",",58726,",",0.387,",",0.077,",",0.464,",",0.042,",",5.359,",",2.146,",",1.01,",",0.708,"],"
"[""  ",Virginia,""",""",VA,""" ,  ",2003,",",57205,",",0.377,",",0.088,",",0.475,",",0.05,",",5.933,",",2.029,",",0.967,",",0.708,"],"
"[""  ",Virginia,""",""",VA,""" ,  ",2004,",",57732,",",0.374,",",0.104,",",0.433,",",0.047,",",5.769,",",1.992,",",0.919,",",0.681,"],"
"[""  ",Virginia,""",""",VA,""" ,  ",2005,",",59171,",",0.398,",",0.08,",",0.438,",",0.037,",",5.625,",",2.291,",",0.891,",",0.681,"],"
"[""  ",Virginia,""",""",VA,""" ,  ",2006,",",60709,",",0.405,",",0.085,",",0.452,",",0.03,",",5.882,",",2.299,",",0.94,",",0.714,"],"
"[""  ",Virginia,""",""",VA,""" ,  ",2007,",",60909,",",0.408,",",0.09,",",0.471,",",0.036,",",5.814,",",2.051,",",0.961,",",0.743,"],"
"[""  ",Virginia,""",""",VA,""" ,  ",2008,",",57986,",",0.385,",",0.089,",",0.468,",",0.042,",",5.556,",",1.974,",",1.012,",",0.698,"],"
"[""  ",Virginia,""",""",VA,""" ,  ",2009,",",64066,",",0.39,",",0.09,",",0.456,",",0.069,",",5.5,",",2.06,",",1.224,",",0.69,"],"
"[""  ",Virginia,""",""",VA,""" ,  ",2010,",",65860,",",0.411,",",0.099,",",0.481,",",0.087,",",6.053,",",2.284,",",1.235,",",0.714,"],"
"[""  ",Virginia,""",""",VA,""" ,  ",2011,",",62464,",",0.386,",",0.102,",",0.479,",",0.066,",",5.75,",",2.218,",",1.223,",",0.734,"],"
"[""  ",Virginia,""",""",VA,""" ,  ",2012,",",62502,",",0.389,",",0.098,",",0.463,",",0.068,",",6,",",2.162,",",1.211,",",0.723,"],"
"[""  ",Virginia,""",""",VA,""" ,  ",2013,",",64708,",",0.404,",",0.097,",",0.447,",",0.048,",",6,",",2.307,",",1.365,",",0.766,"],"
"[""  ",Virginia,""",""",VA,""" ,  ",2014,",",62195,",",0.387,",",0.109,",",0.458,",",0.061,",",6,",",2.151,",",1.304,",",0.756,"],"
"[""  ",Washington,""",""",WA,""" ,  ",1980,",",41742,",",0.292,",",0.064,",",0.366,",",0.061,",",4.148,",",1.422,",",0.661,",",0.59,"],"
"[""  ",Washington,""",""",WA,""" ,  ",1981,",",42298,",",0.294,",",0.054,",",0.362,",",0.1,",",4.254,",",1.371,",",0.635,",",0.6,"],"
"[""  ",Washington,""",""",WA,""" ,  ",1982,",",44004,",",0.295,",",0.059,",",0.357,",",0.134,",",4.051,",",1.45,",",0.621,",",0.604,"],"
"[""  ",Washington,""",""",WA,""" ,  ",1983,",",44965,",",0.306,",",0.055,",",0.35,",",0.124,",",4.257,",",1.551,",",0.739,",",0.634,"],"
"[""  ",Washington,""",""",WA,""" ,  ",1984,",",44106,",",0.311,",",0.05,",",0.391,",",0.091,",",4.265,",",1.559,",",0.753,",",0.611,"],"
"[""  ",Washington,""",""",WA,""" ,  ",1985,",",45616,",",0.3,",",0.047,",",0.385,",",0.081,",",4.444,",",1.462,",",0.714,",",0.646,"],"
"[""  ",Washington,""",""",WA,""" ,  ",1986,",",45568,",",0.307,",",0.044,",",0.396,",",0.1,",",4.175,",",1.71,",",0.683,",",0.665,"],"
"[""  ",Washington,""",""",WA,""" ,  ",1987,",",45255,",",0.315,",",0.074,",",0.389,",",0.097,",",4.46,",",1.553,",",0.845,",",0.653,"],"
"[""  ",Washington,""",""",WA,""" ,  ",1988,",",44677,",",0.3,",",0.058,",",0.4,",",0.076,",",4.421,",",1.496,",",0.761,",",0.699,"],"
"[""  ",Washington,""",""",WA,""" ,  ",1989,",",45705,",",0.292,",",0.076,",",0.38,",",0.071,",",4.091,",",1.427,",",0.715,",",0.733,"],"
"[""  ",Washington,""",""",WA,""" ,  ",1990,",",41739,",",0.3,",",0.087,",",0.409,",",0.054,",",4.4,",",1.388,",",0.66,",",0.716,"],"
"[""  ",Washington,""",""",WA,""" ,  ",1991,",",42733,",",0.289,",",0.059,",",0.43,",",0.075,",",3.75,",",1.448,",",0.74,",",0.691,"],"
"[""  ",Washington,""",""",WA,""" ,  ",1992,",",44204,",",0.303,",",0.072,",",0.447,",",0.097,",",4.455,",",1.45,",",0.882,",",0.674,"],"
"[""  ",Washington,""",""",WA,""" ,  ",1993,",",46179,",",0.299,",",0.055,",",0.429,",",0.094,",",3.846,",",1.423,",",0.893,",",0.733,"],"
"[""  ",Washington,""",""",WA,""" ,  ",1994,",",47452,",",0.313,",",0.066,",",0.418,",",0.077,",",4.231,",",1.669,",",0.93,",",0.749,"],"
"[""  ",Washington,""",""",WA,""" ,  ",1995,",",44773,",",0.315,",",0.051,",",0.4,",",0.07,",",4.667,",",1.633,",",0.913,",",0.685,"],"
"[""  ",Washington,""",""",WA,""" ,  ",1996,",",46880,",",0.361,",",0.037,",",0.425,",",0.079,",",4.75,",",1.886,",",0.916,",",0.675,"],"
"[""  ",Washington,""",""",WA,""" ,  ",1997,",",49363,",",0.352,",",0.056,",",0.398,",",0.054,",",4.978,",",1.779,",",0.863,",",0.796,"],"
"[""  ",Washington,""",""",WA,""" ,  ",1998,",",49755,",",0.325,",",0.054,",",0.419,",",0.049,",",4.286,",",1.674,",",0.87,",",0.743,"],"
"[""  ",Washington,""",""",WA,""" ,  ",1999,",",52919,",",0.342,",",0.063,",",0.403,",",0.047,",",4.786,",",1.523,",",0.934,",",0.81,"],"
"[""  ",Washington,""",""",WA,""" ,  ",2000,",",52340,",",0.331,",",0.071,",",0.412,",",0.051,",",5.286,",",1.866,",",0.935,",",0.689,"],"
"[""  ",Washington,""",""",WA,""" ,  ",2001,",",55590,",",0.378,",",0.078,",",0.397,",",0.065,",",5.196,",",2.048,",",0.868,",",0.675,"],"
"[""  ",Washington,""",""",WA,""" ,  ",2002,",",58938,",",0.386,",",0.063,",",0.407,",",0.071,",",5.096,",",2.042,",",0.934,",",0.677,"],"
"[""  ",Washington,""",""",WA,""" ,  ",2003,",",57673,",",0.363,",",0.076,",",0.416,",",0.081,",",5,",",1.942,",",0.901,",",0.726,"],"
"[""  ",Washington,""",""",WA,""" ,  ",2004,",",56774,",",0.371,",",0.07,",",0.42,",",0.071,",",5.395,",",1.919,",",0.922,",",0.692,"],"
"[""  ",Washington,""",""",WA,""" ,  ",2005,",",57034,",",0.364,",",0.073,",",0.411,",",0.057,",",5.313,",",1.915,",",1.058,",",0.676,"],"
"[""  ",Washington,""",""",WA,""" ,  ",2006,",",61030,",",0.379,",",0.078,",",0.425,",",0.045,",",5.015,",",1.762,",",1.02,",",0.655,"],"
"[""  ",Washington,""",""",WA,""" ,  ",2007,",",59455,",",0.374,",",0.091,",",0.437,",",0.049,",",5.105,",",2.04,",",0.978,",",0.665,"],"
"[""  ",Washington,""",""",WA,""" ,  ",2008,",",59591,",",0.372,",",0.09,",",0.42,",",0.057,",",5.389,",",2.099,",",0.998,",",0.654,"],"
"[""  ",Washington,""",""",WA,""" ,  ",2009,",",61823,",",0.373,",",0.103,",",0.431,",",0.097,",",5,",",2.026,",",1.154,",",0.707,"],"
"[""  ",Washington,""",""",WA,""" ,  ",2010,",",61373,",",0.364,",",0.092,",",0.439,",",0.102,",",5,",",1.815,",",1.218,",",0.736,"],"
"[""  ",Washington,""",""",WA,""" ,  ",2011,",",59510,",",0.356,",",0.093,",",0.432,",",0.11,",",5.15,",",2.161,",",1.078,",",0.762,"],"
"[""  ",Washington,""",""",WA,""" ,  ",2012,",",55932,",",0.348,",",0.091,",",0.417,",",0.096,",",4.9,",",1.858,",",1.196,",",0.769,"],"
"[""  ",Washington,""",""",WA,""" ,  ",2013,",",61700,",",0.373,",",0.095,",",0.422,",",0.069,",",5.85,",",2.032,",",1.289,",",0.722,"],"
"[""  ",Washington,""",""",WA,""" ,  ",2014,",",62965,",",0.379,",",0.098,",",0.438,",",0.073,",",6,",",1.905,",",1.262,",",0.758,"],"
"[""  ",West Virginia,""",""",WV,""" ,  ",1980,",",35658,",",0.302,",",0.008,",",0.305,",",0.103,",",3.846,",",1.37,",",0.232,",",0.562,"],"
"[""  ",West Virginia,""",""",WV,""" ,  ",1981,",",35157,",",0.302,",",0.019,",",0.336,",",0.11,",",4.238,",",1.459,",",0.278,",",0.564,"],"
"[""  ",West Virginia,""",""",WV,""" ,  ",1982,",",35538,",",0.272,",",0.023,",",0.348,",",0.12,",",3.755,",",1.246,",",0.359,",",0.644,"],"
"[""  ",West Virginia,""",""",WV,""" ,  ",1983,",",38664,",",0.294,",",0.012,",",0.361,",",0.185,",",4.267,",",1.348,",",0.353,",",0.616,"],"
"[""  ",West Virginia,""",""",WV,""" ,  ",1984,",",38347,",",0.312,",",0.03,",",0.38,",",0.157,",",4.048,",",1.438,",",0.43,",",0.626,"],"
"[""  ",West Virginia,""",""",WV,""" ,  ",1985,",",40027,",",0.314,",",0.02,",",0.337,",",0.148,",",4.375,",",1.417,",",0.358,",",0.606,"],"
"[""  ",West Virginia,""",""",WV,""" ,  ",1986,",",36803,",",0.325,",",0.023,",",0.356,",",0.125,",",4.375,",",1.395,",",0.337,",",0.59,"],"
"[""  ",West Virginia,""",""",WV,""" ,  ",1987,",",39162,",",0.327,",",0.027,",",0.342,",",0.112,",",4.5,",",1.456,",",0.417,",",0.641,"],"
"[""  ",West Virginia,""",""",WV,""" ,  ",1988,",",38736,",",0.299,",",0.017,",",0.368,",",0.092,",",4.335,",",1.397,",",0.366,",",0.631,"],"
"[""  ",West Virginia,""",""",WV,""" ,  ",1989,",",36616,",",0.301,",",0.015,",",0.353,",",0.088,",",4.222,",",1.485,",",0.353,",",0.619,"],"
"[""  ",West Virginia,""",""",WV,""" ,  ",1990,",",36041,",",0.317,",",0.024,",",0.376,",",0.074,",",4.333,",",1.417,",",0.368,",",0.639,"],"
"[""  ",West Virginia,""",""",WV,""" ,  ",1991,",",36629,",",0.305,",",0.017,",",0.402,",",0.108,",",4.211,",",1.194,",",0.354,",",0.638,"],"
"[""  ",West Virginia,""",""",WV,""" ,  ",1992,",",36246,",",0.305,",",0.013,",",0.381,",",0.121,",",4.526,",",1.38,",",0.41,",",0.652,"],"
"[""  ",West Virginia,""",""",WV,""" ,  ",1993,",",34586,",",0.32,",",0.02,",",0.41,",",0.112,",",4.368,",",1.411,",",0.418,",",0.667,"],"
"[""  ",West Virginia,""",""",WV,""" ,  ",1994,",",36999,",",0.309,",",0.017,",",0.439,",",0.099,",",4.5,",",1.5,",",0.443,",",0.678,"],"
"[""  ",West Virginia,""",""",WV,""" ,  ",1995,",",38233,",",0.317,",",0.007,",",0.395,",",0.067,",",4.745,",",1.31,",",0.492,",",0.683,"],"
"[""  ",West Virginia,""",""",WV,""" ,  ",1996,",",40250,",",0.326,",",0.017,",",0.439,",",0.101,",",4.762,",",1.485,",",0.521,",",0.631,"],"
"[""  ",West Virginia,""",""",WV,""" ,  ",1997,",",42662,",",0.35,",",0.035,",",0.413,",",0.068,",",4.727,",",1.643,",",0.56,",",0.635,"],"
"[""  ",West Virginia,""",""",WV,""" ,  ",1998,",",42070,",",0.356,",",0.032,",",0.448,",",0.085,",",4.545,",",1.692,",",0.585,",",0.751,"],"
"[""  ",West Virginia,""",""",WV,""" ,  ",1999,",",41343,",",0.336,",",0.042,",",0.423,",",0.083,",",4.727,",",1.673,",",0.599,",",0.748,"],"
"[""  ",West Virginia,""",""",WV,""" ,  ",2000,",",41175,",",0.344,",",0.019,",",0.438,",",0.058,",",5.182,",",1.77,",",0.532,",",0.641,"],"
"[""  ",West Virginia,""",""",WV,""" ,  ",2001,",",42718,",",0.349,",",0.026,",",0.442,",",0.05,",",4.667,",",1.593,",",0.561,",",0.626,"],"
"[""  ",West Virginia,""",""",WV,""" ,  ",2002,",",44433,",",0.342,",",0.036,",",0.431,",",0.063,",",4.615,",",1.64,",",0.539,",",0.634,"],"
"[""  ",West Virginia,""",""",WV,""" ,  ",2003,",",43795,",",0.332,",",0.036,",",0.444,",",0.073,",",4.286,",",1.684,",",0.566,",",0.69,"],"
"[""  ",West Virginia,""",""",WV,""" ,  ",2004,",",45221,",",0.349,",",0.022,",",0.446,",",0.065,",",4.505,",",1.548,",",0.569,",",0.751,"],"
"[""  ",West Virginia,""",""",WV,""" ,  ",2005,",",44224,",",0.331,",",0.024,",",0.475,",",0.063,",",4.643,",",1.767,",",0.561,",",0.748,"],"
"[""  ",West Virginia,""",""",WV,""" ,  ",2006,",",43044,",",0.33,",",0.041,",",0.451,",",0.049,",",4.715,",",1.758,",",0.54,",",0.715,"],"
"[""  ",West Virginia,""",""",WV,""" ,  ",2007,",",47330,",",0.376,",",0.041,",",0.429,",",0.053,",",4.966,",",1.732,",",0.554,",",0.684,"],"
"[""  ",West Virginia,""",""",WV,""" ,  ",2008,",",46878,",",0.354,",",0.031,",",0.414,",",0.057,",",4.688,",",1.48,",",0.528,",",0.762,"],"
"[""  ",West Virginia,""",""",WV,""" ,  ",2009,",",48773,",",0.355,",",0.043,",",0.425,",",0.092,",",4.938,",",1.572,",",0.718,",",0.713,"],"
"[""  ",West Virginia,""",""",WV,""" ,  ",2010,",",48040,",",0.31,",",0.038,",",0.421,",",0.095,",",5,",",1.485,",",0.78,",",0.705,"],"
"[""  ",West Virginia,""",""",WV,""" ,  ",2011,",",52071,",",0.358,",",0.054,",",0.454,",",0.08,",",4.474,",",1.562,",",0.715,",",0.685,"],"
"[""  ",West Virginia,""",""",WV,""" ,  ",2012,",",48563,",",0.361,",",0.032,",",0.447,",",0.072,",",5.438,",",1.654,",",0.7,",",0.676,"],"
"[""  ",West Virginia,""",""",WV,""" ,  ",2013,",",47599,",",0.339,",",0.034,",",0.457,",",0.077,",",4.722,",",1.677,",",0.829,",",0.704,"],"
"[""  ",West Virginia,""",""",WV,""" ,  ",2014,",",52867,",",0.394,",",0.041,",",0.434,",",0.083,",",4.737,",",1.97,",",0.821,",",0.728,"],"
"[""  ",Wisconsin,""",""",WI,""" ,  ",1980,",",38500,",",0.301,",",0.033,",",0.362,",",0.07,",",4.169,",",1.475,",",0.405,",",0.538,"],"
"[""  ",Wisconsin,""",""",WI,""" ,  ",1981,",",38529,",",0.277,",",0.039,",",0.366,",",0.097,",",3.637,",",1.48,",",0.397,",",0.587,"],"
"[""  ",Wisconsin,""",""",WI,""" ,  ",1982,",",40590,",",0.3,",",0.036,",",0.36,",",0.113,",",3.75,",",1.501,",",0.409,",",0.528,"],"
"[""  ",Wisconsin,""",""",WI,""" ,  ",1983,",",42500,",",0.31,",",0.041,",",0.363,",",0.123,",",4,",",1.564,",",0.481,",",0.584,"],"
"[""  ",Wisconsin,""",""",WI,""" ,  ",1984,",",41049,",",0.29,",",0.041,",",0.381,",",0.082,",",3.778,",",1.522,",",0.423,",",0.638,"],"
"[""  ",Wisconsin,""",""",WI,""" ,  ",1985,",",40192,",",0.309,",",0.03,",",0.385,",",0.085,",",4.375,",",1.465,",",0.443,",",0.622,"],"
"[""  ",Wisconsin,""",""",WI,""" ,  ",1986,",",43354,",",0.315,",",0.036,",",0.361,",",0.075,",",4.111,",",1.691,",",0.529,",",0.629,"],"
"[""  ",Wisconsin,""",""",WI,""" ,  ",1987,",",43106,",",0.339,",",0.033,",",0.363,",",0.078,",",4.429,",",1.846,",",0.491,",",0.542,"],"
"[""  ",Wisconsin,""",""",WI,""" ,  ",1988,",",39997,",",0.296,",",0.036,",",0.379,",",0.058,",",4.406,",",1.592,",",0.477,",",0.658,"],"
"[""  ",Wisconsin,""",""",WI,""" ,  ",1989,",",40017,",",0.302,",",0.026,",",0.395,",",0.06,",",4.25,",",1.544,",",0.49,",",0.665,"],"
"[""  ",Wisconsin,""",""",WI,""" ,  ",1990,",",40860,",",0.301,",",0.035,",",0.389,",",0.049,",",4.019,",",1.641,",",0.508,",",0.654,"],"
"[""  ",Wisconsin,""",""",WI,""" ,  ",1991,",",40145,",",0.284,",",0.036,",",0.43,",",0.069,",",4,",",1.721,",",0.533,",",0.657,"],"
"[""  ",Wisconsin,""",""",WI,""" ,  ",1992,",",40309,",",0.271,",",0.039,",",0.427,",",0.058,",",3.583,",",1.55,",",0.602,",",0.722,"],"
"[""  ",Wisconsin,""",""",WI,""" ,  ",1993,",",42558,",",0.296,",",0.051,",",0.422,",",0.048,",",4.051,",",1.752,",",0.594,",",0.688,"],"
"[""  ",Wisconsin,""",""",WI,""" ,  ",1994,",",41064,",",0.294,",",0.049,",",0.429,",",0.058,",",4.091,",",1.677,",",0.658,",",0.699,"],"
"[""  ",Wisconsin,""",""",WI,""" ,  ",1995,",",42772,",",0.322,",",0.04,",",0.438,",",0.055,",",4.428,",",1.74,",",0.689,",",0.647,"],"
"[""  ",Wisconsin,""",""",WI,""" ,  ",1996,",",44461,",",0.328,",",0.042,",",0.438,",",0.044,",",4.127,",",1.763,",",0.72,",",0.644,"],"
"[""  ",Wisconsin,""",""",WI,""" ,  ",1997,",",44199,",",0.307,",",0.047,",",0.455,",",0.042,",",4.154,",",1.603,",",0.697,",",0.672,"],"
"[""  ",Wisconsin,""",""",WI,""" ,  ",1998,",",47413,",",0.339,",",0.03,",",0.421,",",0.036,",",4.293,",",1.76,",",0.744,",",0.744,"],"
"[""  ",Wisconsin,""",""",WI,""" ,  ",1999,",",47743,",",0.341,",",0.042,",",0.405,",",0.038,",",4.229,",",1.923,",",0.693,",",0.643,"],"
"[""  ",Wisconsin,""",""",WI,""" ,  ",2000,",",49153,",",0.325,",",0.039,",",0.417,",",0.045,",",4.333,",",1.845,",",0.657,",",0.657,"],"
"[""  ",Wisconsin,""",""",WI,""" ,  ",2001,",",52478,",",0.362,",",0.044,",",0.413,",",0.051,",",4.533,",",2.066,",",0.714,",",0.687,"],"
"[""  ",Wisconsin,""",""",WI,""" ,  ",2002,",",51921,",",0.343,",",0.047,",",0.43,",",0.065,",",4.487,",",1.795,",",0.695,",",0.654,"],"
"[""  ",Wisconsin,""",""",WI,""" ,  ",2003,",",50824,",",0.34,",",0.049,",",0.437,",",0.067,",",4.342,",",1.836,",",0.725,",",0.696,"],"
"[""  ",Wisconsin,""",""",WI,""" ,  ",2004,",",52003,",",0.354,",",0.043,",",0.453,",",0.062,",",4.402,",",1.824,",",0.731,",",0.7,"],"
"[""  ",Wisconsin,""",""",WI,""" ,  ",2005,",",52165,",",0.35,",",0.054,",",0.439,",",0.049,",",4.327,",",1.945,",",0.778,",",0.664,"],"
"[""  ",Wisconsin,""",""",WI,""" ,  ",2006,",",52593,",",0.351,",",0.059,",",0.442,",",0.053,",",4.425,",",1.909,",",0.77,",",0.675,"],"
"[""  ",Wisconsin,""",""",WI,""" ,  ",2007,",",55049,",",0.361,",",0.055,",",0.44,",",0.052,",",4.444,",",1.977,",",0.793,",",0.709,"],"
"[""  ",Wisconsin,""",""",WI,""" ,  ",2008,",",51865,",",0.352,",",0.061,",",0.46,",",0.048,",",4.444,",",1.97,",",0.907,",",0.774,"],"
"[""  ",Wisconsin,""",""",WI,""" ,  ",2009,",",52273,",",0.339,",",0.053,",",0.452,",",0.087,",",4,",",1.896,",",0.888,",",0.696,"],"
"[""  ",Wisconsin,""",""",WI,""" ,  ",2010,",",52044,",",0.337,",",0.048,",",0.471,",",0.108,",",4.2,",",1.814,",",0.982,",",0.745,"],"
"[""  ",Wisconsin,""",""",WI,""" ,  ",2011,",",51918,",",0.337,",",0.052,",",0.453,",",0.084,",",4.21,",",1.832,",",1.061,",",0.769,"],"
"[""  ",Wisconsin,""",""",WI,""" ,  ",2012,",",52206,",",0.334,",",0.061,",",0.435,",",0.084,",",4.25,",",1.815,",",1.006,",",0.76,"],"
"[""  ",Wisconsin,""",""",WI,""" ,  ",2013,",",54663,",",0.366,",",0.061,",",0.452,",",0.079,",",4.5,",",2.066,",",1.082,",",0.682,"],"
"[""  ",Wisconsin,""",""",WI,""" ,  ",2014,",",54546,",",0.348,",",0.07,",",0.432,",",0.069,",",4.318,",",1.858,",",1.079,",",0.739,"],"
"[""  ",Wyoming,""",""",WY,""" ,  ",1980,",",38965,",",0.3,",",0.034,",",0.335,",",0.043,",",4.36,",",1.288,",",0.458,",",0.541,"],"
"[""  ",Wyoming,""",""",WY,""" ,  ",1981,",",40718,",",0.295,",",0.047,",",0.305,",",0.051,",",4.286,",",1.311,",",0.493,",",0.599,"],"
"[""  ",Wyoming,""",""",WY,""" ,  ",1982,",",41771,",",0.29,",",0.034,",",0.357,",",0.069,",",4.295,",",1.297,",",0.555,",",0.526,"],"
"[""  ",Wyoming,""",""",WY,""" ,  ",1983,",",41215,",",0.294,",",0.056,",",0.351,",",0.088,",",4.453,",",1.357,",",0.596,",",0.581,"],"
"[""  ",Wyoming,""",""",WY,""" ,  ",1984,",",43589,",",0.302,",",0.03,",",0.34,",",0.094,",",4.187,",",1.482,",",0.686,",",0.563,"],"
"[""  ",Wyoming,""",""",WY,""" ,  ",1985,",",43448,",",0.31,",",0.023,",",0.345,",",0.089,",",4.222,",",1.4,",",0.562,",",0.591,"],"
"[""  ",Wyoming,""",""",WY,""" ,  ",1986,",",43140,",",0.304,",",0.024,",",0.361,",",0.107,",",4.632,",",1.297,",",0.613,",",0.588,"],"
"[""  ",Wyoming,""",""",WY,""" ,  ",1987,",",43560,",",0.302,",",0.045,",",0.327,",",0.107,",",4.444,",",1.449,",",0.598,",",0.603,"],"
"[""  ",Wyoming,""",""",WY,""" ,  ",1988,",",44354,",",0.304,",",0.022,",",0.331,",",0.07,",",4.784,",",1.37,",",0.637,",",0.617,"],"
"[""  ",Wyoming,""",""",WY,""" ,  ",1989,",",41144,",",0.302,",",0.033,",",0.367,",",0.072,",",4.507,",",1.414,",",0.567,",",0.594,"],"
"[""  ",Wyoming,""",""",WY,""" ,  ",1990,",",39471,",",0.309,",",0.033,",",0.371,",",0.082,",",4.921,",",1.31,",",0.547,",",0.633,"],"
"[""  ",Wyoming,""",""",WY,""" ,  ",1991,",",38725,",",0.286,",",0.026,",",0.393,",",0.056,",",4.1,",",1.322,",",0.507,",",0.689,"],"
"[""  ",Wyoming,""",""",WY,""" ,  ",1992,",",39568,",",0.312,",",0.028,",",0.41,",",0.058,",",4.965,",",1.309,",",0.679,",",0.561,"],"
"[""  ",Wyoming,""",""",WY,""" ,  ",1993,",",40479,",",0.325,",",0.022,",",0.434,",",0.069,",",5,",",1.399,",",0.633,",",0.574,"],"
"[""  ",Wyoming,""",""",WY,""" ,  ",1994,",",41092,",",0.322,",",0.035,",",0.383,",",0.063,",",4.743,",",1.368,",",0.566,",",0.556,"],"
"[""  ",Wyoming,""",""",WY,""" ,  ",1995,",",39879,",",0.332,",",0.03,",",0.374,",",0.056,",",5,",",1.353,",",0.665,",",0.634,"],"
"[""  ",Wyoming,""",""",WY,""" ,  ",1996,",",41231,",",0.335,",",0.032,",",0.389,",",0.065,",",4.167,",",1.472,",",0.842,",",0.686,"],"
"[""  ",Wyoming,""",""",WY,""" ,  ",1997,",",40186,",",0.318,",",0.035,",",0.424,",",0.078,",",4.256,",",1.28,",",0.763,",",0.634,"],"
"[""  ",Wyoming,""",""",WY,""" ,  ",1998,",",43114,",",0.343,",",0.037,",",0.409,",",0.054,",",5.043,",",1.273,",",0.67,",",0.626,"],"
"[""  ",Wyoming,""",""",WY,""" ,  ",1999,",",43999,",",0.354,",",0.024,",",0.399,",",0.055,",",4.404,",",1.728,",",0.705,",",0.583,"],"
"[""  ",Wyoming,""",""",WY,""" ,  ",2000,",",42203,",",0.32,",",0.024,",",0.403,",",0.045,",",4.59,",",1.538,",",0.732,",",0.608,"],"
