year,state,statefip,stateAbbrev,realIncWage,gini,pctTechnicalWorker,pctFemaleWorker,unemployementRate,realIncWageRat90_10,realIncWageRat_cg_hs,laborSupply_hl,fmWageRat
2011,District of Columbia,11,DC,73872,.409,.09,.5,.104,7.5,2.488,2.288,.719
2012,District of Columbia,11,DC,77787,.411,.082,.531,.106,7.5,2.516,2.629,.761
2013,District of Columbia,11,DC,76417,.39,.086,.499,.079,7.159,2.73,2.785,.8300000000000001
2014,District of Columbia,11,DC,78138,.421,.1,.502,.077,6.545,2.762,2.987,.774
1980,Florida,12,FL,31798,.307,.028,.423,.053,3.774,1.511,.373,.62
1981,Florida,12,FL,32654,.314,.032,.406,.069,4.143,1.493,.386,.609
1982,Florida,12,FL,34432,.335,.042,.417,.087,4.647,1.616,.376,.619
1983,Florida,12,FL,35588,.331,.033,.425,.087,4.274,1.624,.44,.623
1984,Florida,12,FL,35942,.326,.028,.422,.055,4.429,1.622,.417,.641
1985,Florida,12,FL,38562,.361,.034,.412,.057,4.723,1.805,.459,.594
1986,Florida,12,FL,39207,.344,.037,.425,.058,4.619,1.817,.5710000000000001,.636
1987,Florida,12,FL,39434,.349,.033,.428,.053,4.75,1.851,.522,.671
1988,Florida,12,FL,38019,.34,.038,.449,.046,4.756,1.748,.491,.727
1989,Florida,12,FL,38031,.339,.036,.451,.05,4.706,1.732,.514,.6940000000000001
1990,Florida,12,FL,37471,.329,.038,.442,.051,4.444,1.701,.537,.708
1991,Florida,12,FL,36362,.324,.033,.461,.07,4.437,1.744,.537,.739
1992,Florida,12,FL,37639,.333,.033,.482,.079,4.737,1.722,.609,.75
1993,Florida,12,FL,38018,.337,.037,.474,.063,4.64,1.688,.632,.749
1994,Florida,12,FL,38140,.338,.034,.459,.069,4.9,1.762,.6780000000000001,.737
1995,Florida,12,FL,40039,.342,.039,.462,.043,4.808,1.83,.7000000000000001,.762
1996,Florida,12,FL,41065,.362,.028,.467,.045,4.668,1.885,.621,.71
1997,Florida,12,FL,41175,.364,.036,.464,.049,4.618,1.931,.628,.747
1998,Florida,12,FL,43489,.372,.041,.461,.044,4.583,1.748,.637,.734
1999,Florida,12,FL,44097,.364,.038,.444,.037,4.667,1.781,.638,.717
2000,Florida,12,FL,45672,.38,.039,.433,.037,4.968,1.919,.6760000000000001,.735
2001,Florida,12,FL,48338,.399,.035,.447,.041,5.208,2.172,.662,.661
2002,Florida,12,FL,47835,.383,.043,.439,.05,5.154,1.916,.72,.717
2003,Florida,12,FL,48983,.378,.04,.447,.055,5,2.025,.766,.738
2004,Florida,12,FL,49026,.389,.039,.46,.052,4.808,2.029,.733,.72
2005,Florida,12,FL,49977,.405,.03,.461,.04,5.345,2.308,.716,.704
2006,Florida,12,FL,50500,.401,.04,.461,.03,5.333,2.141,.786,.6980000000000001
2007,Florida,12,FL,51011,.39,.045,.461,.037,5.145000000000001,2.074,.792,.719
2008,Florida,12,FL,49552,.362,.054,.475,.052,4.808,1.914,.871,.737
2009,Florida,12,FL,51491,.366,.054,.487,.093,4.741,1.89,.997,.744
2010,Florida,12,FL,51347,.372,.053,.478,.104,5,1.905,1.025,.763
2011,Florida,12,FL,51469,.375,.052,.478,.096,4.724,1.815,1.038,.758
2012,Florida,12,FL,51200,.379,.045,.489,.086,5.143,2.052,.965,.729
2013,Florida,12,FL,50442,.38,.045,.498,.073,5.625,1.949,1.022,.748
2014,Florida,12,FL,50814,.381,.05,.478,.066,5.278000000000001,2,.999,.764
1980,Georgia,13,GA,34973,.34,.022,.392,.064,4.808,1.534,.415,.5580000000000001
1981,Georgia,13,GA,35244,.334,.031,.404,.069,4.833,1.714,.439,.5650000000000001
1982,Georgia,13,GA,35780,.348,.039,.419,.072,4.808,1.649,.394,.583
1983,Georgia,13,GA,38149,.355,.026,.402,.076,5.009,1.772,.423,.64
1984,Georgia,13,GA,37053,.343,.036,.414,.061,4.8,1.786,.433,.626
1985,Georgia,13,GA,38217,.332,.03,.445,.051,4.563,1.818,.438,.655
1986,Georgia,13,GA,38878,.338,.024,.418,.067,4.5,1.693,.44,.655
1987,Georgia,13,GA,40322,.348,.037,.444,.07,4.878,1.821,.471,.628
1988,Georgia,13,GA,39000,.322,.037,.45,.066,4.635,1.679,.406,.663
1989,Georgia,13,GA,38929,.333,.049,.432,.052,4.556,1.773,.408,.663
1990,Georgia,13,GA,40677,.346,.048,.445,.056,5.111,1.762,.526,.662
1991,Georgia,13,GA,40352,.337,.043,.475,.046,4.7,1.701,.5540000000000001,.642
1992,Georgia,13,GA,39610,.319,.037,.469,.071,4.286000000000001,1.692,.579,.728
1993,Georgia,13,GA,40709,.334,.037,.459,.061,5,1.708,.611,.7010000000000001
1994,Georgia,13,GA,43632,.342,.03,.433,.06,4.701000000000001,1.819,.729,.705
1995,Georgia,13,GA,43382,.338,.032,.452,.045,5,1.801,.771,.67
1996,Georgia,13,GA,43919,.365,.036,.47,.04,4.909,1.956,.6860000000000001,.59
1997,Georgia,13,GA,45040,.36,.043,.455,.048,4.667,1.815,.732,.6850000000000001
1998,Georgia,13,GA,42848,.335,.046,.449,.037,4.583,1.691,.616,.6940000000000001
1999,Georgia,13,GA,47379,.346,.039,.464,.046,4.515,1.674,.657,.755
2000,Georgia,13,GA,44679,.346,.053,.459,.039,5,1.903,.6900000000000001,.71
2001,Georgia,13,GA,49396,.36,.049,.447,.05,5.178,1.844,.6830000000000001,.6900000000000001
2002,Georgia,13,GA,49943,.357,.049,.459,.052,4.667,1.948,.708,.6840000000000001
2003,Georgia,13,GA,48420,.351,.053,.483,.047,4.600000000000001,1.954,.748,.6910000000000001
2004,Georgia,13,GA,48787,.341,.037,.476,.036,4.375,1.798,.8110000000000001,.762
2005,Georgia,13,GA,49635,.371,.049,.491,.055,4.8,2.122,.73,.704
2006,Georgia,13,GA,48061,.358,.047,.454,.043,5,2.031,.729,.757
2007,Georgia,13,GA,49414,.356,.054,.449,.039,5,1.895,.8170000000000001,.6900000000000001
2008,Georgia,13,GA,52478,.37,.054,.451,.059,5,2.072,.913,.6780000000000001
2009,Georgia,13,GA,54258,.393,.071,.471,.093,5.625,2.297,.9560000000000001,.6790000000000001
2010,Georgia,13,GA,55205,.39,.058,.485,.112,5.46,2.002,1.042,.711
2011,Georgia,13,GA,51458,.392,.05,.485,.105,5.625,2.209,1.019,.73
2012,Georgia,13,GA,55180,.393,.064,.471,.094,5.556,2.079,1.074,.721
2013,Georgia,13,GA,52099,.369,.068,.479,.085,5.056,1.76,1.09,.722
2014,Georgia,13,GA,53535,.394,.067,.46,.065,5.556,2.015,1.08,.769
1980,Hawaii,15,HI,36214,.281,.029,.419,.046,3.692,1.233,.487,.634
1981,Hawaii,15,HI,36555,.29,.036,.435,.051,3.714,1.31,.5640000000000001,.636
1982,Hawaii,15,HI,38285,.283,.032,.434,.061,3.75,1.425,.534,.632
1983,Hawaii,15,HI,37504,.289,.019,.468,.088,3.75,1.308,.594,.674
1984,Hawaii,15,HI,38119,.291,.031,.44,.062,4,1.394,.58,.709
1985,Hawaii,15,HI,41610,.313,.027,.46,.065,4.222,1.522,.578,.59
1986,Hawaii,15,HI,39949,.307,.026,.455,.057,3.871,1.561,.5720000000000001,.6780000000000001
1987,Hawaii,15,HI,41734,.319,.032,.442,.043,4.04,1.329,.674,.63
1988,Hawaii,15,HI,41532,.321,.046,.457,.035,4.167,1.458,.647,.632
1989,Hawaii,15,HI,38528,.313,.029,.431,.029,4.102,1.513,.64,.7000000000000001
1990,Hawaii,15,HI,42676,.309,.025,.447,.037,4.107,1.446,.642,.6960000000000001
1991,Hawaii,15,HI,43758,.314,.032,.438,.034,4,1.568,.744,.73
1992,Hawaii,15,HI,43405,.295,.046,.446,.036,4.167,1.732,.785,.727
1993,Hawaii,15,HI,43644,.289,.032,.47,.037,3.676,1.501,.889,.74
1994,Hawaii,15,HI,42937,.301,.042,.492,.058,4.745,1.582,.8110000000000001,.708
1995,Hawaii,15,HI,42777,.334,.042,.487,.048,4.583,1.51,.729,.728
1996,Hawaii,15,HI,44380,.337,.028,.456,.064,4.562,1.705,.717,.768
1997,Hawaii,15,HI,44075,.319,.034,.484,.067,4.154,1.695,.761,.839
1998,Hawaii,15,HI,46644,.325,.029,.491,.06,4.615,1.657,.795,.793
1999,Hawaii,15,HI,46030,.324,.053,.48,.057,4.167,1.763,.892,.714
2000,Hawaii,15,HI,49489,.352,.044,.468,.048,5.449,1.79,.887,.7010000000000001
2001,Hawaii,15,HI,47999,.329,.024,.451,.036,4.357,1.731,.841,.734
2002,Hawaii,15,HI,47320,.337,.029,.478,.047,4.357,1.595,.845,.744
2003,Hawaii,15,HI,53283,.375,.049,.465,.04,4.867,1.93,.969,.8260000000000001
2004,Hawaii,15,HI,52216,.377,.043,.476,.041,4.647,1.929,.877,.8080000000000001
2005,Hawaii,15,HI,50116,.343,.043,.475,.033,4.507,1.765,.989,.749
2006,Hawaii,15,HI,50070,.347,.028,.491,.033,4.687,1.651,.9510000000000001,.833
2007,Hawaii,15,HI,47959,.341,.033,.478,.028,4.545,1.67,.8140000000000001,.767
2008,Hawaii,15,HI,47177,.334,.033,.469,.028,4.167,1.686,.836,.75
2009,Hawaii,15,HI,52861,.363,.041,.477,.083,4.396,1.865,.9450000000000001,.743
2010,Hawaii,15,HI,52055,.38,.034,.5,.071,4.667,1.694,.9550000000000001,.744
2011,Hawaii,15,HI,49025,.338,.039,.513,.062,4.444,1.662,1.039,.722
2012,Hawaii,15,HI,53670,.388,.035,.47,.057,5,1.96,.976,.8170000000000001
2013,Hawaii,15,HI,49784,.356,.041,.475,.05,4.737,1.958,1.072,.8230000000000001
2014,Hawaii,15,HI,50583,.346,.041,.51,.039,4.779,1.997,1.023,.8020000000000001
1980,Idaho,16,ID,35794,.293,.036,.339,.089,4,1.175,.46,.595
1981,Idaho,16,ID,34406,.282,.041,.358,.089,4.167,1.355,.477,.608
1982,Idaho,16,ID,34485,.29,.036,.342,.12,4.163,1.38,.39,.597
1983,Idaho,16,ID,34829,.308,.026,.385,.129,4.286000000000001,1.589,.482,.598
1984,Idaho,16,ID,35627,.314,.031,.385,.106,4.586,1.54,.502,.636
1985,Idaho,16,ID,35782,.331,.027,.405,.088,4.786000000000001,1.637,.489,.632
1986,Idaho,16,ID,36443,.321,.027,.376,.088,4.652,1.323,.477,.626
1987,Idaho,16,ID,34791,.312,.027,.402,.103,4.42,1.422,.471,.592
1988,Idaho,16,ID,36265,.326,.024,.39,.071,4.625,1.459,.473,.66
1989,Idaho,16,ID,35076,.326,.026,.393,.074,4.5,1.565,.433,.671
1990,Idaho,16,ID,36203,.332,.048,.385,.076,5,1.678,.465,.612
1991,Idaho,16,ID,33900,.318,.034,.388,.064,4.75,1.649,.47,.645
1992,Idaho,16,ID,35007,.336,.024,.398,.083,4.762000000000001,1.706,.5600000000000001,.672
1993,Idaho,16,ID,35782,.332,.037,.401,.081,4.526,1.74,.614,.659
1994,Idaho,16,ID,37842,.32,.041,.403,.065,4.5,1.716,.717,.6810000000000001
1995,Idaho,16,ID,39002,.331,.028,.408,.058,5,1.627,.647,.6990000000000001
1996,Idaho,16,ID,38939,.346,.033,.362,.074,4.308,1.851,.6930000000000001,.8
1997,Idaho,16,ID,41174,.369,.044,.412,.073,4.902,2.216,.637,.669
1998,Idaho,16,ID,38170,.33,.033,.401,.063,4.545,1.86,.533,.716
1999,Idaho,16,ID,42421,.363,.052,.398,.063,5.033,1.701,.6,.721
2000,Idaho,16,ID,41868,.338,.058,.382,.044,4.833,1.581,.628,.755
2001,Idaho,16,ID,46852,.379,.034,.393,.051,4.923,1.949,.667,.674
2002,Idaho,16,ID,44584,.358,.054,.412,.071,5,2.007,.648,.6770000000000001
2003,Idaho,16,ID,42795,.335,.042,.433,.063,4.286000000000001,1.812,.6810000000000001,.64
2004,Idaho,16,ID,42845,.339,.055,.401,.055,5.084000000000001,1.798,.7010000000000001,.797
2005,Idaho,16,ID,46292,.364,.051,.412,.05,4.924,1.827,.674,.705
2006,Idaho,16,ID,47473,.35,.063,.396,.044,4.667,1.781,.732,.6810000000000001
2007,Idaho,16,ID,48296,.354,.05,.384,.032,4.688,1.793,.781,.73
2008,Idaho,16,ID,49580,.367,.056,.405,.041,4.706,2.071,.726,.664
2009,Idaho,16,ID,46524,.337,.049,.399,.078,4.574,1.946,.793,.762
2010,Idaho,16,ID,48676,.352,.047,.415,.083,4.444,2.001,.855,.667
2011,Idaho,16,ID,47849,.372,.057,.392,.104,5,2.006,.765,.735
2012,Idaho,16,ID,48291,.358,.048,.381,.094,4.57,2.043,.867,.8120000000000001
2013,Idaho,16,ID,47923,.355,.059,.379,.071,5.294000000000001,1.983,.852,.8
2014,Idaho,16,ID,46691,.368,.035,.412,.06,5.312,1.959,.783,.777
1980,Illinois,17,IL,41236,.293,.04,.362,.077,3.994,1.419,.439,.582
1981,Illinois,17,IL,41149,.3,.047,.381,.093,3.973,1.544,.47,.5730000000000001
1982,Illinois,17,IL,42547,.303,.05,.365,.103,4.125,1.559,.492,.5720000000000001
1983,Illinois,17,IL,44172,.298,.045,.37,.118,4.022,1.482,.622,.6
1984,Illinois,17,IL,43824,.301,.047,.38,.108,4.178,1.475,.615,.651
1985,Illinois,17,IL,43169,.32,.036,.394,.086,4.222,1.522,.5570000000000001,.621
1986,Illinois,17,IL,44184,.305,.032,.408,.087,3.96,1.53,.607,.646
1987,Illinois,17,IL,44864,.306,.034,.409,.081,4.088,1.53,.613,.631
1988,Illinois,17,IL,44335,.315,.037,.408,.078,4.43,1.512,.584,.635
1989,Illinois,17,IL,44700,.314,.038,.399,.058,4.5,1.544,.601,.673
1990,Illinois,17,IL,44634,.317,.045,.396,.059,4.273,1.568,.592,.664
1991,Illinois,17,IL,43780,.321,.041,.418,.069,4.521,1.596,.649,.6810000000000001
1992,Illinois,17,IL,44349,.322,.046,.419,.083,4.545,1.656,.6880000000000001,.6880000000000001
1993,Illinois,17,IL,43718,.324,.051,.445,.082,4.631,1.711,.666,.708
1994,Illinois,17,IL,44709,.32,.044,.436,.064,4.417,1.68,.76,.726
1995,Illinois,17,IL,46245,.333,.043,.442,.048,4.917,1.738,.774,.7000000000000001
1996,Illinois,17,IL,50150,.369,.051,.444,.057,4.919000000000001,1.799,.8110000000000001,.645
1997,Illinois,17,IL,51231,.358,.043,.445,.053,4.667,1.669,.789,.6860000000000001
1998,Illinois,17,IL,52501,.359,.056,.431,.046,4.714,1.909,.833,.708
1999,Illinois,17,IL,53319,.37,.055,.432,.035,5.03,1.957,.797,.6770000000000001
2000,Illinois,17,IL,51500,.346,.047,.429,.045,4.795,1.883,.778,.709
2001,Illinois,17,IL,56423,.385,.05,.431,.06,5.151,2.082,.8150000000000001,.655
2002,Illinois,17,IL,55956,.379,.05,.44,.069,4.808,2.007,.789,.725
2003,Illinois,17,IL,56018,.379,.055,.44,.073,5.128,1.97,.8310000000000001,.657
2004,Illinois,17,IL,55986,.377,.048,.431,.063,5.29,2.043,.8200000000000001,.725
2005,Illinois,17,IL,55557,.38,.057,.433,.062,5,2.091,.91,.6900000000000001
2006,Illinois,17,IL,56541,.387,.056,.445,.054,5.081,2.086,.968,.6890000000000001
2007,Illinois,17,IL,58419,.413,.065,.421,.048,5.482,2.199,.873,.659
2008,Illinois,17,IL,58568,.41,.06,.436,.062,5.588,2.285,.9390000000000001,.73
2009,Illinois,17,IL,57951,.392,.055,.44,.096,5.111,2.135,1.036,.706
2010,Illinois,17,IL,58504,.391,.071,.453,.118,4.895000000000001,2.095,1.087,.746
2011,Illinois,17,IL,55201,.379,.064,.454,.102,5.278000000000001,1.828,1.079,.796
2012,Illinois,17,IL,58311,.397,.064,.459,.09,5.495,2.237,1.086,.743
2013,Illinois,17,IL,59767,.412,.066,.451,.092,5.778000000000001,2.04,1.205,.758
2014,Illinois,17,IL,58532,.39,.056,.444,.081,5.05,2.122,1.208,.757
1980,Indiana,18,IN,37500,.279,.031,.339,.098,3.846,1.329,.238,.583
1981,Indiana,18,IN,37269,.279,.032,.363,.103,3.893,1.357,.285,.5720000000000001
1982,Indiana,18,IN,38008,.303,.024,.36,.13,4.233,1.465,.275,.581
1983,Indiana,18,IN,38536,.299,.031,.393,.126,4.267,1.538,.308,.608
1984,Indiana,18,IN,38202,.307,.04,.39,.106,4.342000000000001,1.504,.364,.5680000000000001
1985,Indiana,18,IN,38865,.298,.026,.369,.086,4.198,1.39,.389,.595
1986,Indiana,18,IN,39964,.308,.035,.377,.076,3.894,1.521,.359,.613
1987,Indiana,18,IN,38708,.297,.044,.408,.072,4,1.4,.359,.618
1988,Indiana,18,IN,37264,.304,.027,.412,.06,4.605,1.495,.313,.624
1989,Indiana,18,IN,38634,.291,.03,.398,.041,3.98,1.565,.347,.621
1990,Indiana,18,IN,38715,.309,.035,.394,.078,4.2,1.596,.335,.635
1991,Indiana,18,IN,37494,.298,.039,.413,.08,4.25,1.523,.345,.662
1992,Indiana,18,IN,38332,.289,.038,.421,.067,3.909,1.572,.406,.733
1993,Indiana,18,IN,37200,.302,.029,.435,.054,4.041,1.695,.358,.656
1994,Indiana,18,IN,38580,.316,.031,.412,.051,4.683,1.698,.419,.645
1995,Indiana,18,IN,40962,.34,.024,.422,.058,4.924,1.792,.458,.6950000000000001
1996,Indiana,18,IN,43265,.356,.028,.432,.045,4.233,1.88,.456,.622
1997,Indiana,18,IN,43012,.332,.041,.417,.042,3.846,1.727,.443,.645
1998,Indiana,18,IN,43800,.31,.036,.425,.038,3.971,1.554,.49,.72
1999,Indiana,18,IN,47224,.343,.039,.443,.029,4.615,1.978,.5580000000000001,.6900000000000001
2000,Indiana,18,IN,46071,.301,.047,.403,.045,4.198,1.744,.5720000000000001,.6860000000000001
2001,Indiana,18,IN,52165,.373,.04,.44,.045,4.667,1.997,.645,.645
2002,Indiana,18,IN,55252,.391,.038,.438,.06,4.842000000000001,2.014,.715,.6760000000000001
2003,Indiana,18,IN,53807,.371,.037,.42,.056,4.412,2.126,.644,.632
2004,Indiana,18,IN,53460,.37,.042,.423,.056,4.625,1.997,.646,.707
2005,Indiana,18,IN,51887,.354,.043,.428,.061,4.412,2.099,.6910000000000001,.6910000000000001
2006,Indiana,18,IN,47793,.334,.047,.458,.06,4.5,1.763,.647,.675
2007,Indiana,18,IN,52547,.373,.057,.431,.052,4.471,1.644,.6890000000000001,.632
2008,Indiana,18,IN,48998,.33,.052,.446,.061,4.286000000000001,1.972,.733,.721
2009,Indiana,18,IN,50531,.352,.046,.458,.106,4.444,1.928,.735,.731
2010,Indiana,18,IN,49428,.327,.029,.457,.119,4.396,1.915,.763,.731
2011,Indiana,18,IN,48887,.352,.033,.454,.092,4.706,1.805,.785,.736
2012,Indiana,18,IN,53890,.376,.06,.456,.08,4.847,1.584,.889,.734
2013,Indiana,18,IN,53735,.366,.049,.442,.089,4.8,2.093,.924,.658
2014,Indiana,18,IN,51619,.342,.046,.444,.062,4.5,1.818,.861,.725
1980,Iowa,19,IA,36478,.288,.043,.361,.048,4.167,1.33,.4,.589
1981,Iowa,19,IA,37803,.277,.044,.371,.064,3.892,1.282,.401,.5750000000000001
1982,Iowa,19,IA,39679,.326,.029,.379,.1,4.314,1.541,.376,.603
1983,Iowa,19,IA,38953,.296,.022,.405,.093,3.914,1.578,.428,.615
1984,Iowa,19,IA,38198,.3,.025,.408,.089,4.161000000000001,1.528,.465,.604
1985,Iowa,19,IA,40572,.314,.034,.391,.102,3.952,1.547,.481,.612
1986,Iowa,19,IA,38918,.315,.034,.416,.091,4.125,1.491,.469,.626
1987,Iowa,19,IA,38500,.296,.029,.397,.064,4,1.518,.475,.632
1988,Iowa,19,IA,37403,.299,.025,.392,.062,4,1.411,.441,.639
1989,Iowa,19,IA,37734,.286,.041,.405,.042,3.767,1.391,.493,.638
1990,Iowa,19,IA,37680,.3,.043,.419,.045,3.752,1.559,.504,.641
1991,Iowa,19,IA,37188,.299,.029,.412,.043,4.08,1.544,.51,.656
1992,Iowa,19,IA,37464,.309,.021,.432,.061,4.046,1.708,.525,.6940000000000001
1993,Iowa,19,IA,36533,.299,.035,.416,.052,4.1,1.706,.538,.712
1994,Iowa,19,IA,37302,.301,.034,.435,.04,3.909,1.739,.618,.674
1995,Iowa,19,IA,41110,.312,.033,.437,.037,4.032,1.624,.642,.668
1996,Iowa,19,IA,39902,.307,.026,.451,.037,4.133,1.54,.673,.6990000000000001
1997,Iowa,19,IA,40132,.304,.041,.448,.03,3.846,1.691,.6840000000000001,.6850000000000001
1998,Iowa,19,IA,42834,.342,.05,.444,.029,3.947,1.832,.638,.6760000000000001
1999,Iowa,19,IA,44931,.339,.05,.437,.029,4.18,1.66,.6800000000000001,.6800000000000001
2000,Iowa,19,IA,44503,.312,.04,.444,.032,3.929,1.679,.712,.78
2001,Iowa,19,IA,47375,.335,.043,.446,.044,4.124,1.501,.772,.6860000000000001
2002,Iowa,19,IA,47070,.33,.042,.454,.048,4.133,1.72,.766,.6940000000000001
2003,Iowa,19,IA,48520,.33,.04,.445,.044,3.982,1.759,.8060000000000001,.6760000000000001
2004,Iowa,19,IA,48090,.334,.048,.437,.044,4.516,1.703,.786,.751
2005,Iowa,19,IA,48878,.344,.047,.457,.05,4.118,1.821,.877,.6900000000000001
2006,Iowa,19,IA,47073,.331,.044,.455,.039,4.375,1.666,.778,.6950000000000001
2007,Iowa,19,IA,48191,.355,.047,.456,.039,4.487,1.765,.8180000000000001,.664
2008,Iowa,19,IA,49990,.351,.053,.453,.036,4.278000000000001,1.705,.895,.6930000000000001
2009,Iowa,19,IA,49481,.327,.061,.447,.077,4.006,1.701,.907,.715
2010,Iowa,19,IA,48427,.336,.059,.465,.079,4.167,1.713,.874,.731
2011,Iowa,19,IA,48031,.322,.05,.461,.07,4.211,1.611,.909,.724
2012,Iowa,19,IA,49742,.346,.054,.46,.053,4.368,1.858,.9390000000000001,.756
2013,Iowa,19,IA,49922,.333,.055,.456,.053,4.25,1.561,1.019,.725
2014,Iowa,19,IA,51517,.354,.046,.454,.048,4.5,1.987,.965,.742
1980,Kansas,20,KS,34907,.306,.043,.378,.048,4.165,1.341,.472,.614
1981,Kansas,20,KS,36345,.3,.047,.378,.051,4.164,1.395,.481,.593
1982,Kansas,20,KS,38705,.29,.061,.354,.061,3.778,1.446,.456,.5740000000000001
1983,Kansas,20,KS,38561,.303,.043,.389,.08,3.845,1.477,.487,.5720000000000001
1984,Kansas,20,KS,38874,.297,.044,.411,.067,3.951,1.445,.536,.588
1985,Kansas,20,KS,40685,.315,.026,.39,.05,3.889,1.46,.583,.62
1986,Kansas,20,KS,42656,.316,.049,.373,.069,4.222,1.531,.611,.619
1987,Kansas,20,KS,41458,.296,.042,.381,.057,4.222,1.422,.6920000000000001,.6
1988,Kansas,20,KS,39727,.319,.054,.426,.044,4.743,1.666,.651,.604
1989,Kansas,20,KS,40364,.31,.07,.427,.034,4.319,1.827,.639,.632
1990,Kansas,20,KS,41367,.337,.042,.418,.051,5.097,1.765,.658,.671
1991,Kansas,20,KS,40346,.322,.043,.413,.052,4.527,1.645,.638,.7020000000000001
1992,Kansas,20,KS,39402,.314,.042,.444,.037,4.5,1.656,.769,.671
1993,Kansas,20,KS,39642,.3,.023,.437,.054,4.091,1.667,.779,.717
1994,Kansas,20,KS,39707,.302,.033,.438,.064,4.079,1.57,.768,.756
1995,Kansas,20,KS,38467,.318,.041,.431,.046,4.803,1.504,.898,.735
1996,Kansas,20,KS,43710,.35,.052,.397,.044,4.333,1.704,.883,.715
1997,Kansas,20,KS,46281,.383,.068,.415,.043,5.304,1.976,.878,.651
1998,Kansas,20,KS,48594,.385,.046,.422,.027,4.729,1.79,.9270000000000001,.664
1999,Kansas,20,KS,46716,.353,.06,.445,.029,4.832,1.939,.908,.634
2000,Kansas,20,KS,44105,.333,.044,.423,.032,4.462,1.805,.8040000000000001,.73
2001,Kansas,20,KS,50116,.368,.049,.447,.041,4.722,1.87,.881,.738
2002,Kansas,20,KS,56540,.412,.052,.444,.046,5.267,2.112,.9270000000000001,.655
2003,Kansas,20,KS,52694,.375,.046,.448,.05,4.656,2.199,.994,.623
2004,Kansas,20,KS,50041,.354,.055,.439,.06,4.933,1.871,.997,.6810000000000001
2005,Kansas,20,KS,48455,.345,.056,.44,.057,4.8,1.947,1.029,.67
2006,Kansas,20,KS,50920,.38,.057,.427,.055,4.875,2.053,1.001,.6850000000000001
2007,Kansas,20,KS,52898,.399,.058,.429,.042,4.688,2.127,.9470000000000001,.664
2008,Kansas,20,KS,47349,.331,.066,.442,.05,4.688,1.697,.994,.6930000000000001
2009,Kansas,20,KS,52837,.373,.069,.435,.077,5.072,2.019,1.073,.6940000000000001
2010,Kansas,20,KS,52728,.385,.042,.484,.075,4.739,2.058,1.136,.661
2011,Kansas,20,KS,50538,.366,.074,.469,.078,4.642,1.904,1.286,.732
2012,Kansas,20,KS,49700,.345,.068,.453,.071,4.865,1.805,1.311,.749
2013,Kansas,20,KS,50294,.367,.064,.453,.06,4.737,1.894,1.128,.646
2014,Kansas,20,KS,50011,.361,.051,.448,.045,4.743,1.741,1.252,.7030000000000001
1980,Kentucky,21,KY,34769,.309,.024,.368,.08,4.545,1.557,.293,.5650000000000001
1981,Kentucky,21,KY,34870,.304,.029,.361,.089,4.32,1.437,.374,.606
1982,Kentucky,21,KY,36816,.312,.037,.372,.1,4.283,1.546,.405,.589
1983,Kentucky,21,KY,37528,.301,.029,.396,.112,3.906,1.493,.396,.595
1984,Kentucky,21,KY,37012,.326,.027,.417,.117,4.593,1.543,.396,.596
1985,Kentucky,21,KY,39595,.342,.027,.372,.09,4.625,1.632,.439,.539
1986,Kentucky,21,KY,38026,.329,.026,.357,.11,4.375,1.613,.406,.593
1987,Kentucky,21,KY,37354,.32,.03,.39,.111,4.427000000000001,1.417,.39,.628
1988,Kentucky,21,KY,37649,.294,.029,.388,.096,4.181,1.364,.367,.658
1989,Kentucky,21,KY,36806,.308,.027,.423,.074,4.195,1.434,.445,.658
1990,Kentucky,21,KY,37371,.308,.031,.444,.054,4.494,1.419,.446,.649
1991,Kentucky,21,KY,37602,.309,.034,.446,.08,4.624,1.739,.38,.718
1992,Kentucky,21,KY,39948,.322,.05,.405,.069,4.600000000000001,1.645,.481,.671
1993,Kentucky,21,KY,38168,.342,.04,.441,.075,4.687,1.684,.538,.731
1994,Kentucky,21,KY,39989,.342,.025,.422,.05,5,1.805,.538,.664
1995,Kentucky,21,KY,39142,.338,.026,.406,.067,5,1.663,.644,.776
1996,Kentucky,21,KY,43415,.364,.025,.425,.054,5.384,1.897,.6870000000000001,.6920000000000001
1997,Kentucky,21,KY,39551,.317,.026,.424,.06,4.636,1.538,.605,.722
1998,Kentucky,21,KY,42612,.346,.027,.439,.062,4.741,1.728,.589,.658
1999,Kentucky,21,KY,45709,.361,.024,.426,.047,4.770000000000001,1.659,.5680000000000001,.717
2000,Kentucky,21,KY,43229,.367,.02,.445,.044,5.455,1.779,.5520000000000001,.6930000000000001
2001,Kentucky,21,KY,47977,.391,.028,.432,.049,5.328,2.041,.643,.641
2002,Kentucky,21,KY,50268,.384,.025,.451,.058,5.077,1.962,.6860000000000001,.644
2003,Kentucky,21,KY,48133,.365,.025,.454,.072,4.444,2.109,.668,.708
2004,Kentucky,21,KY,47378,.337,.037,.438,.069,4.333,1.829,.6800000000000001,.6900000000000001
2005,Kentucky,21,KY,45312,.354,.04,.481,.07,4.571,1.833,.616,.67
2006,Kentucky,21,KY,47216,.353,.036,.459,.062,5,1.909,.66,.7010000000000001
2007,Kentucky,21,KY,47165,.374,.028,.457,.059,5,1.919,.674,.726
2008,Kentucky,21,KY,47829,.357,.044,.46,.064,4.97,1.988,.737,.72
2009,Kentucky,21,KY,47909,.348,.046,.436,.119,5.133,1.94,.716,.6820000000000001
